               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.035456,             0.12396,            0.004602,             0.77067,             0.70775,             0.71859,              0.5437,            0.034319,            0.095796,           0.0096888,           0.0060838,           0.0060838,           0.0060838
                 150,            0.035518,             0.12619,           0.0043324,             0.72275,             0.66244,             0.70588,             0.54088,            0.034645,            0.095814,           0.0093713,           0.0060419,           0.0060419,           0.0060419
                 151,            0.036303,             0.12615,           0.0043433,             0.76549,             0.61441,              0.6894,             0.53501,            0.034696,            0.096229,            0.010143,               0.006,               0.006,               0.006
                 152,            0.035521,             0.12354,           0.0043536,             0.71468,             0.65198,             0.72098,             0.54798,            0.034815,            0.096985,           0.0098445,           0.0059581,           0.0059581,           0.0059581
                 153,            0.035432,             0.12727,           0.0042196,             0.73231,             0.64307,             0.71434,              0.5395,            0.034561,            0.097461,            0.010525,           0.0059162,           0.0059162,           0.0059162
                 154,            0.034726,             0.12325,           0.0042468,             0.72527,             0.66182,             0.70069,             0.54198,            0.033958,            0.095406,           0.0099379,           0.0058744,           0.0058744,           0.0058744
                 155,            0.035415,             0.12391,           0.0042694,              0.6901,             0.68692,              0.7048,              0.5471,            0.034001,            0.095744,           0.0090078,           0.0058325,           0.0058325,           0.0058325
                 156,            0.035453,             0.12216,           0.0044024,             0.70312,             0.62387,             0.70195,             0.54488,            0.034129,            0.096623,           0.0097887,           0.0057907,           0.0057907,           0.0057907
                 157,            0.035347,             0.12427,            0.004242,             0.70681,             0.65271,             0.70161,             0.54222,            0.034236,            0.096147,            0.011375,           0.0057488,           0.0057488,           0.0057488
                 158,            0.035571,             0.12463,           0.0043988,             0.71718,              0.7033,             0.73535,             0.56055,            0.034526,            0.096954,            0.010244,            0.005707,            0.005707,            0.005707
                 159,            0.035484,              0.1232,           0.0041457,             0.73078,             0.67458,             0.72936,             0.55313,            0.034931,            0.097898,            0.009278,           0.0056653,           0.0056653,           0.0056653
                 160,            0.035581,             0.12289,           0.0041999,             0.71219,             0.63915,             0.71044,             0.54799,             0.03473,            0.097513,           0.0098074,           0.0056236,           0.0056236,           0.0056236
                 161,            0.034808,             0.12278,           0.0040812,             0.80914,               0.621,             0.69668,             0.53432,            0.034433,            0.096589,            0.010223,           0.0055819,           0.0055819,           0.0055819
                 162,            0.034503,             0.12137,           0.0041784,             0.83303,             0.69595,             0.74206,             0.58172,            0.033999,            0.096368,           0.0094535,           0.0055403,           0.0055403,           0.0055403
                 163,            0.035341,             0.12397,           0.0040982,             0.73686,             0.70985,             0.74287,             0.56744,             0.03425,            0.097892,           0.0093986,           0.0054987,           0.0054987,           0.0054987
                 164,            0.035343,             0.12279,             0.00423,             0.72121,              0.7451,             0.76153,             0.58627,            0.034185,            0.097089,           0.0086738,           0.0054571,           0.0054571,           0.0054571
                 165,            0.035908,             0.12519,           0.0042187,             0.75011,             0.68849,             0.74003,             0.56563,            0.034006,            0.095388,           0.0098677,           0.0054157,           0.0054157,           0.0054157
                 166,            0.034847,             0.12194,            0.003985,             0.74819,             0.69678,             0.76992,             0.59633,            0.034335,            0.096619,            0.009141,           0.0053743,           0.0053743,           0.0053743
                 167,            0.035424,             0.12383,           0.0039381,             0.75431,             0.67285,             0.74834,              0.5802,            0.034334,            0.096219,           0.0090304,           0.0053329,           0.0053329,           0.0053329
                 168,             0.03502,             0.12275,           0.0041389,             0.72976,             0.70193,             0.74392,             0.56188,            0.034062,            0.096311,            0.009583,           0.0052917,           0.0052917,           0.0052917
                 169,            0.035496,              0.1262,           0.0040071,              0.7398,             0.68726,             0.74402,              0.5728,            0.034495,            0.097561,           0.0091793,           0.0052505,           0.0052505,           0.0052505
                 170,            0.035074,             0.11885,           0.0037894,             0.75083,              0.6839,             0.73862,             0.56158,            0.034293,            0.096247,            0.009354,           0.0052094,           0.0052094,           0.0052094
                 171,             0.03473,             0.12319,           0.0039098,              0.7387,             0.69402,             0.73754,             0.56735,            0.033837,            0.095181,           0.0095026,           0.0051684,           0.0051684,           0.0051684
                 172,            0.034936,              0.1219,           0.0039795,             0.78117,              0.7452,             0.77183,                 0.6,            0.033988,            0.094737,             0.01041,           0.0051274,           0.0051274,           0.0051274
                 173,             0.03412,             0.11974,           0.0038143,             0.72827,             0.66792,             0.72155,             0.55814,            0.034389,            0.096886,            0.010369,           0.0050866,           0.0050866,           0.0050866
                 174,              0.0344,             0.11907,           0.0037015,             0.75831,             0.65052,             0.72282,             0.55464,            0.034538,            0.097443,            0.010183,           0.0050459,           0.0050459,           0.0050459
                 175,            0.035136,             0.12272,           0.0038733,             0.77337,             0.71791,             0.74487,             0.57903,            0.034285,            0.096549,           0.0096393,           0.0050052,           0.0050052,           0.0050052
                 176,            0.034637,             0.12036,           0.0038493,             0.73781,             0.66468,             0.71331,             0.55257,            0.034473,            0.097397,             0.01098,           0.0049647,           0.0049647,           0.0049647
                 177,            0.034986,              0.1222,           0.0038139,             0.74401,             0.62361,             0.70462,             0.54687,            0.034398,            0.095902,           0.0098971,           0.0049243,           0.0049243,           0.0049243
                 178,            0.034977,             0.12237,           0.0038803,             0.72329,              0.6683,             0.71062,             0.54963,            0.034577,            0.096935,           0.0098953,            0.004884,            0.004884,            0.004884
                 179,            0.035166,             0.12161,           0.0037784,             0.74155,             0.71729,             0.75426,             0.58107,            0.034424,            0.096464,           0.0092069,           0.0048439,           0.0048439,           0.0048439
                 180,            0.033968,             0.11797,           0.0037039,             0.75583,             0.76107,              0.7683,             0.58918,            0.034301,            0.098098,           0.0094127,           0.0048038,           0.0048038,           0.0048038
                 181,            0.034231,             0.12024,           0.0038807,             0.73944,             0.65989,             0.74237,             0.56933,            0.034417,            0.096989,           0.0097877,           0.0047639,           0.0047639,           0.0047639
                 182,            0.034413,             0.12072,           0.0036972,             0.77286,             0.70227,             0.75317,             0.57281,            0.034832,            0.097629,           0.0093117,           0.0047242,           0.0047242,           0.0047242
                 183,            0.034741,             0.11956,           0.0037019,             0.77497,              0.6721,             0.73059,             0.55869,            0.034262,            0.096491,           0.0098903,           0.0046845,           0.0046845,           0.0046845
                 184,             0.03416,             0.11849,           0.0038364,             0.75605,             0.63821,             0.72429,             0.55613,            0.033868,            0.096522,            0.010382,            0.004645,            0.004645,            0.004645
                 185,            0.034056,             0.11706,           0.0038308,             0.74462,             0.76573,              0.7552,              0.5791,            0.034098,            0.096354,             0.00947,           0.0046057,           0.0046057,           0.0046057
                 186,            0.034254,             0.11951,           0.0037378,             0.76009,              0.6581,             0.72822,             0.56672,            0.033973,            0.095313,            0.010613,           0.0045665,           0.0045665,           0.0045665
                 187,            0.034412,             0.12088,            0.003674,             0.75815,             0.67873,              0.7267,              0.5597,            0.034185,            0.096237,             0.01083,           0.0045275,           0.0045275,           0.0045275
                 188,            0.034847,             0.12075,           0.0037885,             0.73132,             0.66128,             0.71647,             0.55397,             0.03425,            0.096916,            0.010996,           0.0044886,           0.0044886,           0.0044886
                 189,            0.034146,              0.1198,           0.0038159,             0.74002,             0.74343,             0.74559,             0.57572,            0.034443,            0.096502,           0.0095467,           0.0044499,           0.0044499,           0.0044499
                 190,            0.033433,             0.11686,           0.0035314,              0.7743,             0.70578,             0.73577,             0.56376,            0.034517,            0.098227,            0.010552,           0.0044114,           0.0044114,           0.0044114
                 191,            0.033698,             0.11877,           0.0035607,             0.75876,             0.70939,             0.74022,             0.56739,            0.034705,            0.098171,            0.010028,           0.0043731,           0.0043731,           0.0043731
                 192,             0.03409,             0.12106,             0.00367,             0.77617,             0.68096,             0.74251,              0.5738,            0.034349,            0.097464,            0.010143,           0.0043349,           0.0043349,           0.0043349
                 193,            0.033776,             0.11842,           0.0038541,             0.76025,             0.69377,             0.72793,             0.56203,            0.034364,            0.097977,            0.010192,           0.0042969,           0.0042969,           0.0042969
                 194,            0.034573,             0.11934,           0.0038279,             0.75802,             0.66361,             0.72601,             0.55312,            0.034427,            0.098022,            0.010789,           0.0042591,           0.0042591,           0.0042591
                 195,            0.033539,             0.11682,           0.0035557,             0.78213,             0.67583,             0.73973,             0.57191,            0.034107,            0.096992,            0.010154,           0.0042215,           0.0042215,           0.0042215
                 196,            0.034076,             0.11892,           0.0036181,             0.74174,             0.66984,             0.71836,             0.54277,            0.034423,            0.098384,            0.010301,            0.004184,            0.004184,            0.004184
                 197,             0.03331,             0.11525,           0.0036782,             0.77445,             0.66987,             0.73907,             0.56947,            0.034305,            0.097913,            0.010025,           0.0041468,           0.0041468,           0.0041468
                 198,            0.033434,              0.1165,           0.0035344,             0.76951,             0.68776,             0.73841,             0.57284,            0.034393,             0.09829,            0.010662,           0.0041098,           0.0041098,           0.0041098
                 199,            0.033668,               0.116,           0.0034971,             0.76926,             0.71327,             0.75086,              0.5826,            0.034312,            0.097796,           0.0099681,            0.004073,            0.004073,            0.004073
                 200,            0.033685,             0.11641,           0.0037147,             0.76213,             0.69228,             0.75141,             0.58087,            0.034294,            0.097386,           0.0095376,           0.0040364,           0.0040364,           0.0040364
                 201,            0.033274,               0.116,            0.003491,             0.76842,             0.68884,              0.7397,             0.57311,            0.034228,             0.09774,            0.010067,               0.004,               0.004,               0.004
                 202,            0.033858,             0.11648,           0.0035193,             0.77433,             0.70568,             0.75262,              0.5723,            0.034314,            0.098644,           0.0099793,           0.0039638,           0.0039638,           0.0039638
                 203,            0.033231,             0.11535,           0.0033746,             0.76442,              0.6828,             0.74065,             0.56806,            0.034136,            0.098051,            0.010525,           0.0039279,           0.0039279,           0.0039279
                 204,            0.033902,             0.11787,           0.0034941,             0.76861,             0.73477,             0.74766,             0.57787,            0.034286,            0.097343,           0.0097514,           0.0038922,           0.0038922,           0.0038922
                 205,            0.033723,              0.1196,            0.003421,             0.76915,             0.68387,             0.74491,             0.57687,            0.034259,            0.097241,            0.010842,           0.0038567,           0.0038567,           0.0038567
                 206,            0.033408,             0.11592,           0.0036088,             0.75101,              0.6874,             0.73986,             0.57161,            0.034127,            0.097003,            0.010858,           0.0038214,           0.0038214,           0.0038214
                 207,            0.033475,             0.11514,           0.0033782,             0.74737,             0.71192,             0.74138,              0.5654,            0.034207,            0.098134,            0.010782,           0.0037864,           0.0037864,           0.0037864
                 208,             0.03373,             0.11781,           0.0034872,             0.76837,             0.72509,             0.75625,              0.5841,            0.034066,            0.098347,           0.0098221,           0.0037517,           0.0037517,           0.0037517
                 209,            0.034357,             0.11981,           0.0035786,             0.78572,             0.72069,             0.75876,             0.58464,            0.033903,            0.096638,            0.010066,           0.0037171,           0.0037171,           0.0037171
                 210,            0.033278,             0.11685,           0.0034696,             0.77238,             0.71015,             0.76258,             0.59186,            0.034217,            0.098051,           0.0098846,           0.0036829,           0.0036829,           0.0036829
                 211,             0.03324,              0.1159,           0.0034614,             0.78567,             0.75326,             0.76741,             0.60305,            0.034256,              0.0978,           0.0097507,           0.0036489,           0.0036489,           0.0036489
                 212,            0.033725,             0.11688,           0.0034048,             0.79633,             0.71776,             0.75874,             0.58696,            0.034294,             0.09879,           0.0097534,           0.0036151,           0.0036151,           0.0036151
                 213,            0.033618,             0.11699,           0.0033211,             0.76154,             0.71959,             0.75421,             0.59064,            0.034332,            0.099234,            0.010216,           0.0035816,           0.0035816,           0.0035816
                 214,            0.032957,             0.11306,           0.0034653,             0.75211,             0.67582,             0.73207,               0.575,            0.034115,            0.097588,            0.010551,           0.0035484,           0.0035484,           0.0035484
                 215,            0.033244,             0.11611,           0.0033252,             0.76373,              0.6642,             0.72847,             0.55749,            0.034236,            0.097029,            0.010779,           0.0035154,           0.0035154,           0.0035154
                 216,            0.032787,             0.11387,           0.0031888,             0.78268,             0.72732,             0.75917,             0.59163,            0.034175,            0.097551,            0.010422,           0.0034827,           0.0034827,           0.0034827
                 217,            0.033002,             0.11375,           0.0033314,             0.72463,              0.7338,             0.74458,             0.57698,            0.034431,            0.098948,             0.01101,           0.0034503,           0.0034503,           0.0034503
                 218,            0.032984,             0.11576,           0.0033402,             0.73544,             0.71164,             0.74363,             0.57458,             0.03451,            0.098135,             0.01064,           0.0034182,           0.0034182,           0.0034182
                 219,            0.034003,             0.11915,           0.0034335,             0.75338,             0.70809,             0.73981,             0.56951,            0.034345,            0.098227,            0.010849,           0.0033863,           0.0033863,           0.0033863
                 220,             0.03343,             0.11654,           0.0033775,             0.78254,             0.71237,              0.7458,             0.57932,            0.034439,            0.098109,            0.010932,           0.0033548,           0.0033548,           0.0033548
                 221,            0.032845,              0.1139,           0.0033356,              0.7831,             0.70839,               0.739,             0.57461,            0.034032,             0.09782,            0.010633,           0.0033235,           0.0033235,           0.0033235
                 222,            0.033823,             0.11968,           0.0032967,             0.78762,             0.69083,             0.72804,             0.56236,            0.034426,            0.099406,            0.010977,           0.0032925,           0.0032925,           0.0032925
                 223,            0.033315,             0.11683,            0.003322,             0.77345,             0.66814,             0.71919,             0.54658,            0.034312,             0.09912,            0.011465,           0.0032618,           0.0032618,           0.0032618
                 224,            0.034037,             0.11993,           0.0033637,             0.78942,             0.66083,             0.71433,             0.54736,            0.034343,            0.098681,            0.011332,           0.0032314,           0.0032314,           0.0032314
                 225,            0.032865,             0.11551,           0.0031638,              0.7528,             0.72803,             0.75633,              0.5888,            0.034326,            0.098498,           0.0095563,           0.0032013,           0.0032013,           0.0032013
                 226,            0.032944,             0.11257,            0.003194,             0.78158,             0.68222,             0.74263,             0.56536,            0.034544,            0.099268,            0.009903,           0.0031716,           0.0031716,           0.0031716
                 227,            0.032743,             0.11564,           0.0033296,             0.77649,             0.70498,             0.75764,             0.58657,              0.0344,            0.098813,            0.010056,           0.0031421,           0.0031421,           0.0031421
                 228,            0.032744,             0.11445,            0.003361,              0.7758,             0.67075,             0.74017,             0.55763,            0.034376,            0.098835,            0.010678,            0.003113,            0.003113,            0.003113
                 229,            0.033125,             0.11557,           0.0031418,             0.77991,             0.66681,             0.72514,             0.56424,            0.034402,            0.099385,            0.011243,           0.0030841,           0.0030841,           0.0030841
                 230,            0.033125,             0.11461,           0.0032282,              0.7837,             0.66878,             0.71743,             0.55206,            0.034189,            0.098361,            0.011693,           0.0030556,           0.0030556,           0.0030556
                 231,             0.03354,             0.11721,            0.003197,             0.76277,             0.68036,             0.73244,             0.57116,            0.034102,            0.098326,            0.011286,           0.0030274,           0.0030274,           0.0030274
                 232,            0.032183,             0.11093,           0.0031633,             0.77672,             0.68142,             0.72614,             0.56019,            0.034421,            0.099337,            0.011346,           0.0029996,           0.0029996,           0.0029996
                 233,            0.032554,             0.11289,           0.0030312,             0.78975,             0.68023,             0.74553,             0.57295,             0.03435,            0.098681,             0.01086,            0.002972,            0.002972,            0.002972
                 234,            0.032642,             0.11286,           0.0031167,              0.7741,             0.71144,             0.76046,             0.59069,            0.034202,            0.098906,            0.010566,           0.0029448,           0.0029448,           0.0029448
                 235,            0.033199,             0.11641,           0.0032394,             0.77119,             0.68583,             0.74555,             0.56894,            0.034085,            0.098873,            0.010207,           0.0029179,           0.0029179,           0.0029179
                 236,            0.032429,             0.11231,           0.0032603,             0.76942,             0.69343,             0.72621,              0.5671,            0.034509,             0.10061,            0.010053,           0.0028914,           0.0028914,           0.0028914
                 237,            0.033023,             0.11641,           0.0032339,             0.78091,             0.68544,             0.72592,              0.5621,            0.034608,             0.10059,            0.010408,           0.0028652,           0.0028652,           0.0028652
                 238,            0.033006,              0.1149,           0.0031823,             0.77384,             0.69279,             0.73468,              0.5593,            0.034366,            0.099136,            0.010202,           0.0028394,           0.0028394,           0.0028394
                 239,            0.032402,             0.11189,           0.0031554,             0.78336,             0.64547,             0.71593,             0.54553,            0.034442,            0.099137,            0.010741,           0.0028139,           0.0028139,           0.0028139
                 240,            0.032685,             0.11201,           0.0030627,             0.76589,             0.66383,             0.72469,             0.55139,            0.034304,            0.099813,            0.010778,           0.0027887,           0.0027887,           0.0027887
                 241,            0.032242,             0.11289,           0.0029639,             0.78208,             0.66037,             0.73292,             0.55855,            0.034258,            0.099223,            0.010803,           0.0027639,           0.0027639,           0.0027639
                 242,            0.032587,             0.11349,           0.0030552,             0.77667,              0.6516,             0.71793,             0.54798,            0.034298,            0.099703,            0.010999,           0.0027395,           0.0027395,           0.0027395
                 243,            0.032137,              0.1089,           0.0029918,             0.76903,             0.67014,             0.73304,             0.56469,            0.034293,             0.09907,            0.011502,           0.0027154,           0.0027154,           0.0027154
                 244,            0.032165,              0.1117,           0.0030293,             0.76473,             0.66403,             0.71074,             0.54555,            0.034419,            0.099985,            0.010953,           0.0026917,           0.0026917,           0.0026917
                 245,            0.032212,             0.11066,           0.0029347,             0.76125,             0.64502,             0.70799,             0.54505,            0.034154,             0.09994,            0.011252,           0.0026683,           0.0026683,           0.0026683
                 246,            0.032715,             0.11377,           0.0031523,             0.77794,             0.63051,             0.72181,             0.55411,            0.034138,            0.098751,            0.011198,           0.0026453,           0.0026453,           0.0026453
                 247,            0.032358,             0.11106,           0.0030346,             0.78131,             0.63325,             0.71452,              0.5428,            0.034205,            0.098891,            0.011204,           0.0026227,           0.0026227,           0.0026227
                 248,            0.033017,             0.11534,           0.0029818,             0.76094,             0.64644,             0.72018,             0.55108,            0.034337,            0.099818,            0.010688,           0.0026004,           0.0026004,           0.0026004
                 249,            0.032236,             0.11201,           0.0030531,             0.75708,             0.65215,             0.73551,              0.5666,            0.034261,             0.10014,             0.01082,           0.0025785,           0.0025785,           0.0025785
                 250,            0.032158,             0.11018,           0.0030693,             0.78159,             0.66932,             0.72675,             0.55798,            0.034188,            0.099196,            0.010986,            0.002557,            0.002557,            0.002557
                 251,             0.03208,             0.11206,           0.0029755,              0.7372,             0.67452,             0.72215,             0.55494,             0.03424,            0.099434,            0.011061,           0.0025359,           0.0025359,           0.0025359
                 252,            0.032678,             0.11074,           0.0030804,             0.77853,             0.67626,             0.71835,             0.55147,            0.034207,            0.099803,            0.011133,           0.0025151,           0.0025151,           0.0025151
                 253,            0.032735,             0.11351,           0.0030961,             0.77512,             0.66657,             0.71202,             0.54623,            0.034444,            0.099912,            0.011086,           0.0024948,           0.0024948,           0.0024948
                 254,            0.032245,             0.11027,           0.0029174,             0.77583,             0.67319,             0.71837,             0.55737,            0.034334,                 0.1,             0.01109,           0.0024748,           0.0024748,           0.0024748
                 255,            0.031762,             0.10753,           0.0030632,             0.77466,             0.67247,             0.71712,             0.55641,            0.034264,            0.099265,            0.011143,           0.0024552,           0.0024552,           0.0024552
                 256,            0.031909,             0.11064,           0.0030091,             0.78367,             0.67595,              0.7242,             0.56194,            0.034248,            0.099625,            0.011025,            0.002436,            0.002436,            0.002436
                 257,            0.032444,             0.11145,           0.0029387,             0.79307,             0.70258,             0.75445,             0.58641,            0.034221,            0.099295,            0.010824,           0.0024172,           0.0024172,           0.0024172
                 258,            0.032515,             0.11474,           0.0030707,             0.76195,             0.69442,             0.74751,             0.55989,            0.034249,            0.099589,            0.011028,           0.0023987,           0.0023987,           0.0023987
                 259,            0.032404,             0.11321,           0.0028934,             0.77753,             0.67444,             0.73335,             0.57339,            0.034348,             0.10008,            0.011858,           0.0023807,           0.0023807,           0.0023807
                 260,            0.032086,             0.10932,           0.0029447,             0.79406,             0.66003,             0.71839,             0.55725,            0.034311,             0.09965,             0.01228,           0.0023631,           0.0023631,           0.0023631
                 261,            0.032186,             0.11077,           0.0030372,             0.78493,             0.68251,             0.71894,             0.56069,            0.034301,             0.10041,            0.011046,           0.0023458,           0.0023458,           0.0023458
                 262,            0.032212,             0.11134,             0.00292,             0.76696,             0.67397,             0.70835,             0.55067,            0.034196,             0.10057,            0.011437,            0.002329,            0.002329,            0.002329
                 263,            0.031986,              0.1107,           0.0030001,             0.79414,              0.6568,             0.70814,             0.54701,            0.034252,             0.10017,            0.011813,           0.0023125,           0.0023125,           0.0023125
                 264,            0.032601,             0.11182,           0.0031064,             0.80147,             0.68085,             0.71906,             0.55572,            0.034425,             0.10052,            0.011858,           0.0022965,           0.0022965,           0.0022965
                 265,            0.032191,             0.11076,           0.0029569,             0.79316,             0.62543,             0.69666,             0.53726,            0.034471,             0.10056,            0.011664,           0.0022809,           0.0022809,           0.0022809
                 266,            0.032462,             0.11372,           0.0029657,             0.79232,             0.67266,             0.72184,             0.55239,            0.034511,             0.10115,            0.010893,           0.0022657,           0.0022657,           0.0022657
                 267,            0.032222,             0.11173,           0.0029023,             0.78921,             0.67932,             0.72571,             0.55891,            0.034219,            0.099918,            0.010467,           0.0022509,           0.0022509,           0.0022509
                 268,            0.032168,             0.11109,           0.0030549,             0.76077,             0.67868,             0.71213,             0.54722,            0.034158,             0.09961,            0.011039,           0.0022365,           0.0022365,           0.0022365
                 269,            0.032106,             0.11074,           0.0029326,             0.77399,             0.64032,             0.70288,             0.53866,            0.034357,             0.10079,            0.012013,           0.0022225,           0.0022225,           0.0022225
                 270,            0.032145,             0.11168,           0.0029936,             0.76146,             0.66943,             0.71018,             0.54645,            0.034339,             0.10071,            0.011891,           0.0022089,           0.0022089,           0.0022089
                 271,            0.032022,             0.11153,           0.0031223,             0.77998,             0.66533,             0.70485,             0.54575,            0.034348,              0.1005,            0.011966,           0.0021958,           0.0021958,           0.0021958
                 272,            0.032638,             0.11239,           0.0030909,             0.78646,             0.67078,             0.70993,             0.54751,             0.03449,             0.10084,            0.011588,            0.002183,            0.002183,            0.002183
                 273,            0.032002,             0.10818,            0.002964,             0.79464,             0.67566,             0.71612,             0.54986,            0.034491,             0.10167,            0.011227,           0.0021707,           0.0021707,           0.0021707
                 274,            0.032353,             0.10963,           0.0029421,              0.8003,             0.71985,             0.72597,             0.55814,            0.034472,             0.10152,            0.011079,           0.0021588,           0.0021588,           0.0021588
                 275,            0.032294,              0.1109,           0.0030096,              0.7831,              0.6855,             0.74221,             0.56659,            0.034327,             0.10111,            0.010828,           0.0021473,           0.0021473,           0.0021473
                 276,            0.031832,             0.10878,           0.0029282,             0.78828,             0.66748,             0.72905,             0.56087,            0.034472,             0.10141,            0.011703,           0.0021363,           0.0021363,           0.0021363
                 277,            0.032151,              0.1091,           0.0029751,             0.79399,             0.69114,             0.74112,              0.5722,            0.034325,             0.10092,            0.011655,           0.0021257,           0.0021257,           0.0021257
                 278,             0.03209,             0.11062,           0.0029193,             0.75366,             0.65739,             0.72508,             0.56047,            0.034123,             0.10063,            0.011709,           0.0021155,           0.0021155,           0.0021155
                 279,            0.031657,             0.10776,           0.0029599,             0.77204,             0.65748,             0.70979,             0.55158,            0.034391,             0.10083,            0.011364,           0.0021057,           0.0021057,           0.0021057
                 280,            0.032433,             0.11154,           0.0028419,             0.76993,             0.66169,               0.707,             0.54833,            0.034199,             0.10049,            0.011457,           0.0020963,           0.0020963,           0.0020963
                 281,            0.032146,             0.11036,           0.0029473,             0.77417,             0.65938,             0.70971,             0.55324,            0.034065,            0.099843,            0.011609,           0.0020874,           0.0020874,           0.0020874
                 282,            0.031834,               0.109,           0.0028414,             0.77937,             0.63011,             0.71372,              0.5564,            0.034248,             0.10099,            0.012068,           0.0020789,           0.0020789,           0.0020789
                 283,            0.031826,             0.10882,           0.0028515,             0.76473,             0.68284,             0.72278,             0.56376,            0.034283,              0.1008,            0.011552,           0.0020709,           0.0020709,           0.0020709
                 284,            0.031988,             0.10988,           0.0028139,              0.7339,             0.69793,             0.72305,             0.55857,            0.034368,             0.10057,            0.011372,           0.0020632,           0.0020632,           0.0020632
                 285,            0.032869,             0.11247,           0.0031262,             0.77717,             0.65528,             0.71959,             0.55939,            0.034306,              0.1006,            0.011504,            0.002056,            0.002056,            0.002056
                 286,            0.032309,             0.11124,           0.0027706,             0.79083,             0.66922,             0.72225,             0.55705,            0.034382,             0.10102,            0.011404,           0.0020492,           0.0020492,           0.0020492
                 287,            0.032193,             0.11054,           0.0029805,             0.76814,             0.65163,             0.71824,             0.55566,            0.034235,             0.10082,            0.011602,           0.0020429,           0.0020429,           0.0020429
                 288,            0.032741,             0.11338,           0.0029842,             0.76595,             0.63639,             0.72756,             0.56405,            0.034113,             0.10064,            0.011465,            0.002037,            0.002037,            0.002037
                 289,            0.032202,             0.10988,           0.0028434,             0.73291,             0.68095,              0.7416,             0.57495,            0.034314,             0.10148,            0.010985,           0.0020315,           0.0020315,           0.0020315
                 290,            0.031887,             0.11042,           0.0028145,             0.74694,             0.68743,              0.7438,             0.57803,            0.034234,             0.10116,            0.011151,           0.0020265,           0.0020265,           0.0020265
                 291,            0.032379,             0.10977,           0.0028639,             0.77823,             0.73433,             0.75316,             0.58351,            0.034399,               0.102,            0.011073,           0.0020219,           0.0020219,           0.0020219
                 292,            0.031497,             0.10599,           0.0028395,             0.79201,             0.74263,             0.75254,             0.58518,            0.034212,             0.10198,            0.010758,           0.0020178,           0.0020178,           0.0020178
                 293,            0.032242,             0.10949,           0.0028624,             0.73422,             0.68419,             0.73532,             0.56943,            0.034283,             0.10126,             0.01087,            0.002014,            0.002014,            0.002014
                 294,             0.03202,             0.11045,           0.0028449,             0.75297,              0.6606,              0.7038,             0.54337,             0.03435,             0.10269,            0.011491,           0.0020107,           0.0020107,           0.0020107
                 295,            0.032247,             0.10969,           0.0028572,             0.77213,             0.65681,             0.70779,             0.54607,            0.034368,             0.10192,            0.011347,           0.0020079,           0.0020079,           0.0020079
                 296,            0.031701,             0.10754,           0.0027299,              0.7612,             0.73947,             0.74832,             0.57463,            0.034297,             0.10087,            0.010958,           0.0020055,           0.0020055,           0.0020055
                 297,            0.031762,             0.10965,           0.0028481,             0.78279,             0.73447,             0.75061,             0.58583,            0.034319,             0.10126,            0.010887,           0.0020035,           0.0020035,           0.0020035
                 298,            0.032203,              0.1104,           0.0028567,             0.80717,             0.73425,             0.75469,             0.59192,            0.034226,             0.10096,            0.011082,            0.002002,            0.002002,            0.002002
                 299,            0.031907,             0.10848,           0.0029478,             0.78057,             0.69011,             0.73465,             0.57067,            0.034282,              0.1009,            0.011555,           0.0020009,           0.0020009,           0.0020009
